1901  |010001 |R     And *|002401.95 +383437.3 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|           |-0.016 -0.035|2000.0  | |Hip      |M         |R     And |
10147 |180783 |V0783 Cas  |021030.94 +640531.1 |BE        |  9.81   |  10.00     |            |Hp|            |     |                    |     |Bpe              |HIP   HIP  |           |+0.000 -0.001|2000.0  | |Hip      |Be        |V0783 Cas |
10141 |180784 |V0784 Cas *|021025.51 +595847.3 |DSCTC     |  6.61   |   6.70     |            |V |            |     |     0.10921        |     |F5II             |N0468 HIP  |           |+0.045 -0.058|2000.0  | |Hip      |DSct      |V0784 Cas |
10173 |180785 |V0785 Cas  |021049.89 +644945.1 |EA        |  9.33   |   9.67     |   9.64     |Hp|51453.6215  |     |     2.7025810      |10   |B5               |00001 HIP  |           |-0.001 -0.002|2000.0  | |Hip      |EA        |V0785 Cas |
10243 |180786 |V0786 Cas  |021143.91 +604244.5 |ACYG:     |  8.67   |   8.78     |            |Hp|            |     |                    |     |B1Ia             |HIP   HIP  |           |+0.001 -0.002|2000.0  | |Hip      |ACyg:     |V0786 Cas |
10486 |180787 |V0787 Cas  |021512.97 +640128.0 |BE        |  8.00   |   8.24     |            |Hp|            |     |                    |     |B2III            |HIP   HIP  |           |-0.001 -0.002|2000.0  | |Hip      |Be        |V0787 Cas |
11894 |180788 |V0788 Cas  |023326.60 +705723.4 |LPB       |  7.88   |   7.92     |            |Hp|            |     |     3.0377         |     |B3               |HIP   HIP  |           |-0.002 -0.003|2000.0  | |Hip      |SPB       |V0788 Cas |
11978 |180789 |V0789 Cas  |023430.70 +764305.3 |SRB       |  6.70   |   6.84     |            |Hp|            |     |    23.77        :  |     |M3III            |HIP   HIP  |           |+0.071 -0.051|2000.0  | |Hip      |SR        |V0789 Cas |
12009 |180790 |V0790 Cas  |023448.06 +603307.5 |ACYG:     |  8.42   |   8.54     |            |Hp|            |     |                    |     |B1Iab            |HIP   HIP  |           |+0.002 +0.000|2000.0  | |Hip      |ACyg:     |V0790 Cas |
12178 |180791 |V0791 Cas *|023655.30 +595301.0 |EB        |  7.77   |   7.93     |   7.86     |Hp|48500.117   |     |     2.88680        |     |B8V              |HIP   HIP  |           |+0.009 -0.012|2000.0  | |Hip      |EC        |V0791 Cas |
13016 |180792 |V0792 Cas  |024722.33 +591711.0 |LPB:      |  9.27   |   9.45     |            |Hp|            |     |     2.5807         |     |B1V              |HIP   HIP  |           |+0.001 -0.002|2000.0  | |Hip      |SPB:      |V0792 Cas |
13221 |180793 |V0793 Cas  |025012.03 +725451.6 |EA        |  7.93   |   8.23     |   8.22     |Hp|48500.567   |     |     1.652294       |20   |B8               |HIP   HIP  |           |-0.001 -0.004|2000.0  | |Hip      |EA        |V0793 Cas |
13276 |180794 |V0794 Cas  |025053.50 +622203.8 |EA        |  7.88   |   8.10     |   8.03     |Hp|48502.338   |     |     5.3925         |09   |B8               |HIP   HIP  |           |+0.003 -0.005|2000.0  | |Hip      |EA        |V0794 Cas |
13474 |180795 |V0795 Cas  |025334.73 +734616.3 |E:        |  8.97   |   9.25     |            |Hp|            |     |                    |     |F8               |HIP   HIP  |           |-0.006 +0.001|2000.0  | |Hip      |E:        |V0795 Cas |
13446 |180796 |V0796 Cas  |025309.85 +584556.0 |LPB       |  8.06   |   8.11     |            |Hp|            |     |     1.16086        |     |B7III            |HIP   HIP  |           |-0.005 -0.001|2000.0  | |Hip      |SPB       |V0796 Cas |
13797 |180797 |V0797 Cas  |025737.84 +610743.5 |LPB:      |  7.71   |   7.74     |            |Hp|            |     |     1.0474         |     |B9III            |HIP   HIP  |           |+0.015 -0.008|2000.0  | |Hip      |SPB:      |V0797 Cas |
14049 |180798 |V0798 Cas *|030053.78 +593957.5 |ACV       |  7.33   |   7.37     |            |Hp|            |     |     0.666832       |     |B9p              |HIP   HIP  |           |+0.002 -0.017|2000.0  | |Hip      |ACV       |V0798 Cas |
14377 |180799 |V0799 Cas *|030527.54 +613917.7 |EA        |  8.80   |   9.42     |   9.40     |Hp|54812.484   |     |     7.703010       |05   |B9               |00001 HIP  |           |-0.007 +0.001|2000.0  | |Hip      |EA        |V0799 Cas |
14526 |180800 |V0800 Cas  |030735.04 +754813.4 |LB        |  7.05   |   7.22     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |           |-0.002 -0.002|2000.0  | |Hip      |LB        |V0800 Cas |
14626 |180801 |V0801 Cas  |030854.18 +622304.6 |BE        |  6.48   |   6.57     |            |Hp|            |     |                    |     |B1V:e            |HIP   HIP  |           |-0.002 +0.000|2000.0  | |Hip      |Be        |V0801 Cas |
14932 |180802 |V0802 Cas  |031233.64 +691414.0 |LB:       |  9.2    |   9.5      |            |* |            |     |                    |     |                 |00001 HIP  |           |-0.006 +0.007|2000.0  | |Hip      |Lb:       |V0802 Cas |
15139 |180803 |V0803 Cas  |031510.93 +595442.8 |BE:       |  9.12   |   9.28     |            |Hp|            |     |                    |     |B0.5IV:nn        |HIP   HIP  |           |+0.000 -0.002|2000.0  | |Hip      |Be:       |V0803 Cas |
15408 |180804 |V0804 Cas  |031839.66 +771923.6 |LB:       |  8.28   |   8.38     |            |Hp|            |     |                    |     |M0               |HIP   HIP  |           |+0.006 -0.009|2000.0  | |Hip      |Lb:       |V0804 Cas |
16319 |180805 |V0805 Cas  |033019.40 +715150.0 |SRB       |  6.30   |   6.51     |            |Hp|            |     |    42.0         :  |     |M2III            |HIP   HIP  |           |+0.004 +0.000|2000.0  | |Hip      |SR        |V0805 Cas |
113897|180806 |V0806 Cas  |230357.58 +541153.8 |E:        |  9.00   |   9.20     |            |Hp|            |     |                    |     |A0pe             |HIP   HIP  |           |-0.004 -0.001|2000.0  | |Hip      |E:        |V0806 Cas |
114552|180807 |V0807 Cas  |231212.98 +593559.1 |EB        | 10.80   |  10.98     |  10.91     |V |50652.428   |     |     1.949189       |     |                 |N0469 HIP  |           |-0.005 -0.005|2000.0  | |Hip      |EC        |V0807 Cas |
114815|180808 |V0808 Cas  |231527.92 +620444.6 |BE:       |  9.75   |   9.92     |            |Hp|            |     |     1.29957        |     |B0III:p:         |HIP   HIP  |           |-0.004 -0.001|2000.0  | |Hip      |Be:       |V0808 Cas |
115141|180809 |V0809 Cas  |231923.77 +624423.2 |LC        |  6.58   |   6.71     |            |Hp|            |     |                    |     |K5Ib             |HIP   HIP  |           |-0.002 -0.002|2000.0  | |Hip      |Lb        |V0809 Cas |
115224|180810 |V0810 Cas  |232019.02 +554828.1 |BE        |  8.56   |   8.69     |            |Hp|            |     |                    |     |B1npe            |HIP   HIP  |           |-0.002 -0.001|2000.0  | |Hip      |Be        |V0810 Cas |
115244|180811 |V0811 Cas  |232034.31 +581639.4 |BE        |  8.62   |   8.79     |            |Hp|            |     |     3.3869         |     |B0.5Vpe          |HIP   HIP  |           |+0.001 -0.003|2000.0  | |Hip      |Be        |V0811 Cas |
115267|180812 |V0812 Cas  |232048.91 +622445.2 |ACV       |  8.12   |   8.18     |            |Hp|            |     |    10.990          |     |B9p              |HIP   HIP  |           |-0.001 +0.001|2000.0  | |Hip      |ACV       |V0812 Cas |
115368|180813 |V0813 Cas  |232210.46 +562053.6 |BE        |  7.90   |   8.02     |            |Hp|            |     |                    |     |B8e              |HIP   HIP  |           |-0.004 -0.002|2000.0  | |Hip      |Be        |V0813 Cas |
115952|180814 |V0814 Cas  |232931.26 +514106.8 |LB        |  7.55   |   7.80     |            |Hp|            |     |                    |     |M1               |HIP   HIP  |           |-0.002 -0.006|2000.0  | |Hip      |Lb        |V0814 Cas |
116507|180815 |V0815 Cas  |233631.43 +510737.2 |LB:       |  8.77   |   8.88     |            |Hp|            |     |                    |     |M2               |HIP   HIP  |           |-0.003 +0.000|2000.0  | |Hip      |Lb:       |V0815 Cas |
116948|180816 |V0816 Cas *|234220.95 +643055.4 |LB        |  6.50   |   6.63     |            |Hp|            |     |                    |     |M2III:           |HIP   HIP  |           |+0.013 -0.005|2000.0  | |Hip      |Lb        |V0816 Cas |
117205|180817 |V0817 Cas  |234555.06 +544407.5 |BE        |  8.26   |   8.61     |            |Hp|            |     |                    |     |Be               |HIP   HIP  |           |-0.001 -0.003|2000.0  | |Hip      |Be        |V0817 Cas |
117514|180818 |V0818 Cas  |234953.12 +621250.7 |BE        |  7.67   |   7.81     |            |Hp|            |     |                    |     |B2Vn(e)          |HIP   HIP  |           |-0.005 -0.003|2000.0  | |Hip      |Be        |V0818 Cas |
117830|180819 |V0819 Cas  |235349.98 +605112.3 |ACYG:     |  7.01   |   7.09     |            |Hp|            |     |                    |     |A0Ia comp        |HIP   HIP  |           |-0.003 -0.003|2000.0  | |Hip      |ACyg:     |V0819 Cas |
118139|180820 |V0820 Cas  |235747.70 +594312.4 |BE        |  8.19   |   8.27     |            |Hp|            |     |                    |     |B1Iabe           |HIP   HIP  |           |+0.000 -0.003|2000.0  | |Hip      |Be        |V0820 Cas |
118223|180821 |V0821 Cas *|235849.17 +534019.8 |EA        |  8.22   |   8.66     |   8.46     |V |47964.209   |     |     1.769754       |14   |A0               |79160 HIP  |           |-0.003 -0.006|2000.0  | |Hip      |EA        |V0821 Cas |
181   |180822 |V0822 Cas  |000217.70 +604211.4 |SRB:      |  6.75   |   6.84     |            |Hp|            |     |    41.8         :  |     |M0               |00001 HIP  |           |-0.009 -0.011|2000.0  | |Hip      |SR:       |V0822 Cas |
3415  |180863 |V0863 Cas  |004328.40 +644535.4 |WR        | 10.54   |(  0.09    )|            |V |            |     |                    |     |WN5              |76007 HIP  |           |-0.002 +0.000|2000.0  | |Hip      |WR        |V0863 Cas |
4907  |180966 |V0966 Cas  |010257.22 +691337.4 |BY        |  7.67   |(  0.02    )|            |V |            |     |    12.165          |     |G5V              |78018 HIP  |           |+0.224 -0.148|2000.0  | |Hip      |BY        |V0966 Cas |
8362  |180987 |V0987 Cas *|014744.84 +635109.0 |BY        |  5.63   |(  0.05    )|            |V |            |     |    21.7            |     |K0V              |78005 HIP  |           |+0.582 -0.247|2000.0  | |Hip      |BY        |V0987 Cas |
10531 |180989 |V0989 Cas  |021542.55 +674020.2 |BY        |  7.13   |(  0.03    )|            |V |            |     |     6.79           |     |K2V              |78018 HIP  |           |+0.515 -0.318|2000.0  | |Hip      |BY        |V0989 Cas |
10618 |180990 |V0990 Cas *|021641.77 +671702.1 |*         |  7.03   |(  0.02    )|            |V |            |     |     7.48        :  |     |K4II             |78018 HIP  |           |+0.006 -0.002|2000.0  | |Hip      |*         |V0990 Cas |
623   |181006 |V1006 Cas *|000737.48 +533135.5 |GDOR      |  8.37   |(  0.13    )|            |V |            |     |     0.9004         |     |F2V              |79111 HIP  |           | 0.053  0.002|2000.0  | |Hip      |GDor      |V1006 Cas |
5674  |181012 |V1012 Cas *|011253.90 +513608.5 |GDOR      |  7.68   |(  0.06    )|            |B |            |     |     0.5486         |     |F1V+G5:V         |79219 HIP  |           | 0.031 -0.066|2000.0  | |Hip      |GDor      |V1012 Cas |
118077|181022 |V1022 Cas *|235708.47 +554220.6 |EA        |  5.57   |   5.68     |   5.59 :   |Hp|49040.829   |     |    12.1564         |04 : |F1/6V+F3V        |79213 HIP  |           |-0.020 -0.012|2000.0  | |Hip      |EA        |V1022 Cas |
2232  |181036 |V1036 Cas *|002817.09 +634405.8 |IT:       |  9.40   |(  0.10    )|            |V |            |     |     0.471       :  |     |G0               |80039 HIP  |           | 0.072  0.002|2000.0  | |Hip      |TTW:      |V1036 Cas |
7238  |181123 |V1123 Cas *|013316.33 +603801.5 |EA        | 10.91   |(  0.20    )|(  0.11    )|I |51427.8223  |     |     4.5020      :  |08   |B2V              |80088 80088|           |-0.002  0.001|2000.0  | |Hip      |EA        |V1123 Cas |
3179  |189001 |alf   Cas  |004030.44 +563214.4 |CST       |  2.41   |            |            |Hp|            |     |                    |     |K0IIIa           |HIP   HIP  |           |+0.050 -0.032|2000.0  | |Hip      |Cst       |alf   Cas |
746   |189002 |bet   Cas *|000910.69 +590859.2 |DSCTC     |  2.35   |   2.38     |            |Hp|            |     |     0.1001370      |     |F2III-IV         |HIP   HIP  |           |+0.523 -0.180|2000.0  | |Hip      |DSct      |bet   Cas |
4427  |189003 |gam   Cas *|005642.53 +604300.3 |GCAS      |  1.6    |   3.0      |            |V |            |     |                    |     |B0.5IVpe         |N0482 HIP  |           |+0.026 -0.004|2000.0  | |Hip      |Be        |gam   Cas |
6686  |189004 |del   Cas  |012548.95 +601407.0 |CST:      |  2.68   |            |            |V |            |     |                    |     |A5IV             |HIP   HIP  |           |+0.297 -0.049|2000.0  | |Hip      |Cst:      |del   Cas |
3821  |189007 |eta   Cas *|004906.29 +574854.7 |RS:       |  3.58   |   3.63     |            |Hp|            |     |                    |     |G0V+M            |HIP   HIP  |           |+1.087 -0.560|2000.0  | |Hip      |RS:       |eta   Cas |
11569 |189009 |iot   Cas *|022903.94 +672408.9 |ACV       |  4.45   |   4.53     |            |V |            |     |     1.74037        |     |A5pSr            |HIP   HIP  |           |-0.028 +0.037|2000.0  | |Hip      |ACV       |iot   Cas |
2599  |189010 |kap   Cas *|003259.99 +625554.4 |ACYG      |  4.18   |   4.25     |            |Hp|            |     |                    |     |B1Iaea           |HIP   HIP  |           |+0.004 -0.002|2000.0  | |Hip      |ACyg      |kap   Cas |
3504  |189015 |omi   Cas *|004443.52 +481703.7 |GCAS      |  4.30   |   4.62     |            |V |            |     |                    |     |B2-5III-Ve(shell)|N0107 HIP  |           |+0.018 -0.008|2000.0  | |Hip      |Be        |omi   Cas |
3414  |189016 |pi.   Cas  |004328.07 +470128.4 |ELL       |  5.00   |   5.02     |            |Hp|            |     |     1.96422        |     |Am(A3/F1/A5)     |00001 HIP  |           |-0.025 -0.037|2000.0  | |Hip      |Ell       |pi.   Cas |
117863|189017 |rho   Cas *|235423.03 +572957.8 |SRD       |  4.1    |   6.2      |            |V |            |     |   820.             |     |F8pIa-0-M3       |N0483 HIP  |           |-0.005 -0.003|2000.0  | |Hip      |SRd       |rho   Cas |
69754 |190001 |R     Cen *|141634.32 -595449.3 |M         |  5.2    |  11.5      |            |V |57595.      |     |   501.8            |23   |M4e-M9.5         |00001 HIP  |           |-0.010 -0.006|2000.0  | |Hip      |M         |R     Cen |
60534 |190002 |S     Cen  |122433.92 -492624.7 |SRB       |  7.45   |   7.80     |            |V |            |     |   260.          :  |     |C4,5(Nbp)        |00001 HIP  |           |-0.011 -0.002|2000.0  | |Hip      |SR        |S     Cen |
66825 |190003 |T     Cen  |134145.56 -333550.6 |SR        |  5.5    |   9.0      |            |V |48575.3     |     |    90.43           |47   |K0:e-M4II:e      |HIP   HIP  |           |-0.028 +0.003|2000.0  | |Hip      |SR        |T     Cen |
61286 |190004 |U     Cen  |123330.75 -543933.8 |M         |  7.2    |  14.0      |            |V |57542.      |     |   220.03           |45   |M3II:e-M6.5e     |00001 HIP  |           |+0.001 +0.010|2000.0  | |Hip      |M         |U     Cen |
71116 |190005 |V     Cen *|143233.08 -565315.8 |DCEP      |  6.42   |   7.22     |            |V |55109.2315  |     |     5.4940         |25   |F5Ib/II-G0       |N0485 HIP  |           |-0.006 -0.007|2000.0  | |Hip      |DCep      |V     Cen |
58107 |190006 |W     Cen  |115501.33 -591513.5 |M         |  7.60   |  13.7      |            |V |57474.7     |     |   200.36           |47   |M3e-M8(III)e     |00001 HIP  |           |-0.037 +0.007|2000.0  | |Hip      |M         |W     Cen |
